Gene Name,Uniprot,Protein Name,Modification Type,Cell Line,Regulation,Combination Treatment,Duration,# Curves,Max -Log10(EC50),Max Fold Change,Max R²,Min -Log10(EC50),Min Fold Change,Min R²,Average -Log10(EC50),Average Fold Change,Average R²,Median -Log10(EC50),Median Fold Change,Median R²,-Log10(EC50) Standard Dev.,Fold Change Standard Dev.,R² Standard Dev.
PVR,P15151|P15151-2|P15151-3|P15151-4,"Poliovirus receptor, Isoform Beta of Poliovirus receptor, Isoform Gamma of Poliovirus receptor, Isoform Delta of Poliovirus receptor",Phospho,HELA013,up,None,30 min,1,6.302352634999999,5.147264338,0.82374475,6.302352634999999,5.147264338,0.82374475,6.302352634999999,5.147264338,0.82374475,6.302352634999999,5.147264338,0.82374475,0,0,0
SMCR7L,Q9NQG6,Mitochondrial dynamic protein MID51,Phospho,HELA013,up,None,30 min,1,1.8666748920000011,2.39216697,0.951161025,1.8666748920000011,2.39216697,0.951161025,1.8666748920000011,2.39216697,0.951161025,1.8666748920000011,2.39216697,0.951161025,0,0,0
AKR1C3,P42330,Aldo-keto reductase family 1 member C3,Phospho,HELA013,down,None,30 min,1,4.49265736,0.37438346,0.723315308,4.49265736,0.37438346,0.723315308,4.49265736,0.37438346,0.723315308,4.49265736,0.37438346,0.723315308,0,0,0
C11orf41,Q6ZVL6,UPF0606 protein C11orf41,Phospho,HELA013,up,None,30 min,1,0.9999999999999998,7.717162422,0.932894517,0.9999999999999998,7.717162422,0.932894517,0.9999999999999998,7.717162422,0.932894517,0.9999999999999998,7.717162422,0.932894517,0,0,0
CREBBP,Q92793,CREB-binding protein,Acetyl,HELA013,down,None,30 min,1,4.314859093999999,0.348716747,0.876583048,4.314859093999999,0.348716747,0.876583048,4.314859093999999,0.348716747,0.876583048,4.314859093999999,0.348716747,0.876583048,0,0,0
PRR14L,Q5THK1|Q5THK1-2|Q5THK1-4,"Protein PRR14L, Isoform 2 of Protein PRR14L, Isoform 4 of Protein PRR14L",Phospho,HELA013,up,None,30 min,1,6.650383998,4.948966759,0.909162237,6.650383998,4.948966759,0.909162237,6.650383998,4.948966759,0.909162237,6.650383998,4.948966759,0.909162237,0,0,0
SMG6,Q86US8,Telomerase-binding protein EST1A,Phospho,HELA013,up,None,30 min,1,0.9999999999999998,2.090311214,0.741500977,0.9999999999999998,2.090311214,0.741500977,0.9999999999999998,2.090311214,0.741500977,0.9999999999999998,2.090311214,0.741500977,0,0,0
"DGKD, DGKH",Q16760|Q86XP1|Q86XP1-2,"Diacylglycerol kinase delta, Diacylglycerol kinase eta, Isoform 2 of Diacylglycerol kinase eta",Phospho,HELA013,up,None,30 min,1,4.433274422000001,2.045860465,0.969152702,4.433274422000001,2.045860465,0.969152702,4.433274422000001,2.045860465,0.969152702,4.433274422000001,2.045860465,0.969152702,0,0,0
TET2,Q6N021|Q6N021-2|Q6N021-3,"Methylcytosine dioxygenase TET2, Isoform 2 of Methylcytosine dioxygenase TET2, Isoform 3 of Methylcytosine dioxygenase TET2",Phospho,HELA013,up,None,30 min,1,5.632726086999998,5.503241346,0.856451725,5.632726086999998,5.503241346,0.856451725,5.632726086999998,5.503241346,0.856451725,5.632726086999998,5.503241346,0.856451725,0,0,0
DCAF6,Q58WW2|Q58WW2-2|Q58WW2-3|Q58WW2-4,"DDB1- and CUL4-associated factor 6, Isoform 2 of DDB1- and CUL4-associated factor 6, Isoform 3 of DDB1- and CUL4-associated factor 6, Isoform 4 of DDB1- and CUL4-associated factor 6",Phospho,HELA013,up,None,30 min,1,3.943477523,2.103075566,0.981030553,3.943477523,2.103075566,0.981030553,3.943477523,2.103075566,0.981030553,3.943477523,2.103075566,0.981030553,0,0,0
"H2BFS, HIST1H2BC, HIST1H2BJ, HIST1H2BK, HIST2H2BE",P57053|P62807|P06899|O60814|Q16778,"Histone H2B type F-S, Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-J, Histone H2B type 1-K, Histone H2B type 2-E",Acetyl,HELA013,down,None,30 min,1,4.1485063,0.361333179,0.87889647,4.1485063,0.361333179,0.87889647,4.1485063,0.361333179,0.87889647,4.1485063,0.361333179,0.87889647,0,0,0
PDXDC1,Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,Phospho,HELA013,down,None,30 min,1,4.634655029,0.425175344,0.785621639,4.634655029,0.425175344,0.785621639,4.634655029,0.425175344,0.785621639,4.634655029,0.425175344,0.785621639,0,0,0
"SMEK1, SMEK2",Q6IN85|Q6IN85-2|Q6IN85-4|Q6IN85-5|Q5MIZ7|Q5MIZ7-2|Q5MIZ7-3,"Serine/threonine-protein phosphatase 4 regulatory subunit 3A, Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A, Isoform 4 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A, Isoform 5 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A, Serine/threonine-protein phosphatase 4 regulatory subunit 3B, Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B, Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B",Phospho,HELA013,up,None,30 min,1,4.263528372999999,5.317770534,0.960505423,4.263528372999999,5.317770534,0.960505423,4.263528372999999,5.317770534,0.960505423,4.263528372999999,5.317770534,0.960505423,0,0,0
HIGD1C,A8MV81,HIG1 domain family member 1C,Phospho,HELA013,up,None,30 min,1,4.186272859,8.947683091,0.910114528,4.186272859,8.947683091,0.910114528,4.186272859,8.947683091,0.910114528,4.186272859,8.947683091,0.910114528,0,0,0
